contrast_name,annotation,Test description,Reference description,Experiment_id,Data source,Platform
GSM28199.ch1-vs-GSM28199.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CERULENIN:0.5ug/ml,test_GSE1642_CERU0.5,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28198.ch1-vs-GSM28198.ch2,MEDIUM.7H9:1_DMSO:100uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_ANTIMYCIN:50ug/ml,test_GSE1642_ANTI50,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28200.ch1-vs-GSM28200.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_DEFEROXAMINE:250ug/ml,test_GSE1642_DEFERO250,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28201.ch1-vs-GSM28201.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIPYRIDYL:200uM,test_GSE1642_DIPYRIDYL200,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28202.ch1-vs-GSM28202.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_ASCIDIDEMIN:9ug/ml,test_GSE1642_ASCI9,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28194.ch1-vs-GSM28194.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_ASCIDIDEMIN:9ug/ml,test_GSE1642_ASCI9,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28193.ch1-vs-GSM28193.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_ASCIDIDEMIN:9ug/ml,test_GSE1642_ASCI9,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28195.ch1-vs-GSM28195.ch2,MEDIUM.7H9:1_DMSO:13uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_PYRIDOACRIDINE#121940:2ug/ml,test_GSE1642_121940-2,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28196.ch1-vs-GSM28196.ch2,MEDIUM.7H9:1_DMSO:13uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_PYRIDOACRIDINE#111891:2ug/ml,test_GSE1642_111891-2,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28191.ch1-vs-GSM28191.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_PYRIDOACRIDINE#124196:1ug/ml,test_GSE1642_124196-1,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28192.ch1-vs-GSM28192.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_PYRIDOACRIDINE#124196:1ug/ml,test_GSE1642_124196-1,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28189.ch1-vs-GSM28189.ch2,MEDIUM.7H9:1_DMSO:13uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_ASCIDIDEMIN:1ug/ml,test_GSE1642_ASCI1,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28188.ch1-vs-GSM28188.ch2,MEDIUM.7H9:1_DMSO:13uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_PYRIDOACRIDINE#111891:1ug/ml,test_GSE1642_111891-1,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28187.ch1-vs-GSM28187.ch2,MEDIUM.7H9:1_DMSO:13uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_OD650:0.3_PYRIDOACRIDINE#111891:1ug/ml,test_GSE1642_111891-1,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28186.ch1-vs-GSM28186.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DIPYRIDYL:100uM,test_GSE1642_DIPYRIDYL100,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28183.ch1-vs-GSM28183.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DEFEROXAMINE:150ug/ml,test_GSE1642_DEFERO150,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28184.ch1-vs-GSM28184.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DEFEROXAMINE:150ug/ml,test_GSE1642_DEFERO150,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28181.ch1-vs-GSM28181.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CERULENIN:0.5ug/ml,test_GSE1642_CERU0.5,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28182.ch1-vs-GSM28182.ch2,MEDIUM.7H9:1_STRAIN.H37Rv:1_TEMPERATURE:37°C_DEFEROXAMINE:150ug/ml,test_GSE1642_DEFERO150,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28177.ch1-vs-GSM28177.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_PA21:50ug/ml,test_GSE1642_PA21-50,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28180.ch1-vs-GSM28180.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CERULENIN:0.5ug/ml,test_GSE1642_CERU0.5,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28176.ch1-vs-GSM28176.ch2,MEDIUM.7H9:1_DMSO:100uL_ETHANOL:0.02vol%_STRAIN.H37Rv:1_TEMPERATURE:37°C_TRICLOSAN:10ug/ml,test_GSE1642_TRIC10,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28175.ch1-vs-GSM28175.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_PA1:50ug/ml,test_GSE1642_PA1-50,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28178.ch1-vs-GSM28178.ch2,MEDIUM.7H9:1_DMSO:100uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_TRICLOSAN:10ug/ml,test_GSE1642_TRIC10,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM28179.ch1-vs-GSM28179.ch2,MEDIUM.7H9:1_DMSO:50uL_STRAIN.H37Rv:1_TEMPERATURE:37°C_CERULENIN:0.5ug/ml,test_GSE1642_CERU0.5,ref_GSE1642_,GSE1642,GEO,GPL1396
GSM422038.ch1-vs-GSM422038.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422039.ch1-vs-GSM422039.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422040.ch1-vs-GSM422040.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422041.ch1-vs-GSM422041.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422042.ch1-vs-GSM422042.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422043.ch1-vs-GSM422043.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422045.ch1-vs-GSM422045.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422047.ch1-vs-GSM422047.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:0_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_dosT+_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422044.ch1-vs-GSM422044.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422046.ch1-vs-GSM422046.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422048.ch1-vs-GSM422048.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:0_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_dosT+_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422050.ch1-vs-GSM422050.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422051.ch1-vs-GSM422051.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422049.ch1-vs-GSM422049.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_dosT_Rv2027c.DELETION:0_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_dosT+_ANAER,ref_GSE16811_ANAER,GSE16811,GEO,GPL8768
GSM422052.ch1-vs-GSM422052.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422053.ch1-vs-GSM422053.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422054.ch1-vs-GSM422054.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422055.ch1-vs-GSM422055.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422058.ch1-vs-GSM422058.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422057.ch1-vs-GSM422057.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422059.ch1-vs-GSM422059.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422056.ch1-vs-GSM422056.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422063.ch1-vs-GSM422063.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422062.ch1-vs-GSM422062.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422064.ch1-vs-GSM422064.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422060.ch1-vs-GSM422060.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422065.ch1-vs-GSM422065.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422061.ch1-vs-GSM422061.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422071.ch1-vs-GSM422071.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_NITROGENOXIDE:0.1mM_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_NO,ref_GSE16811_NO,GSE16811,GEO,GPL8768
GSM422066.ch1-vs-GSM422066.ch2,OXYGEN:0_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_GASPAK:1_dosT_Rv2027c.DELETION:+1_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosST_GASPAK,ref_GSE16811_GASPAK,GSE16811,GEO,GPL8768
GSM422069.ch1-vs-GSM422069.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_NITROGENOXIDE:0.1mM_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_NO,ref_GSE16811_NO,GSE16811,GEO,GPL8768
GSM422068.ch1-vs-GSM422068.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_NITROGENOXIDE:0.1mM_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_NO,ref_GSE16811_NO,GSE16811,GEO,GPL8768
GSM422067.ch1-vs-GSM422067.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_NITROGENOXIDE:0.1mM_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_NO,ref_GSE16811_NO,GSE16811,GEO,GPL8768
GSM422070.ch1-vs-GSM422070.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_NITROGENOXIDE:0.1mM_dosS_Rv3132c.DELETION:+1,test_GSE16811_dosS_NO,ref_GSE16811_NO,GSE16811,GEO,GPL8768
GSM422072.ch1-vs-GSM422072.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_NITROGENOXIDE:0.1mM_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_NO,ref_GSE16811_NO,GSE16811,GEO,GPL8768
GSM422073.ch1-vs-GSM422073.ch2,GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_NITROGENOXIDE:0.1mM_dosT_Rv2027c.DELETION:+1,test_GSE16811_dosT_NO,ref_GSE16811_NO,GSE16811,GEO,GPL8768
GSM1003225.ch1-vs-GSM1003224.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1,test_GSE40846_exp,ref_GSE40846_exp,GSE40846,GEO,RNAseq [strand-specific]
GSM1003226.ch1-vs-GSM1003224.ch1,MEDIUM.7H9:1_STRAIN.H37Rv:1_GROWTH.STATIONARY:+1,test_GSE40846_stat,ref_GSE40846_exp,GSE40846,GEO,RNAseq [strand-specific]
GSM241392.ch1-vs-GSM241392.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_LOG_INH,ref_GSE9776_LOG,GSE9776,GEO,GPL6020
GSM241391.ch1-vs-GSM241391.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_LOG_INH,ref_GSE9776_LOG,GSE9776,GEO,GPL6020
GSM241432.ch1-vs-GSM241432.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_LOG_INH,ref_GSE9776_LOG,GSE9776,GEO,GPL6020
GSM241431.ch1-vs-GSM241431.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_LOG_INH,ref_GSE9776_LOG,GSE9776,GEO,GPL6020
GSM241433.ch1-vs-GSM241433.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_LOG_INH,ref_GSE9776_LOG,GSE9776,GEO,GPL6020
GSM241434.ch1-vs-GSM241434.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_LOG_INH,ref_GSE9776_LOG,GSE9776,GEO,GPL6020
GSM241441.ch1-vs-GSM241441.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_katG_Rv1908c.DELETION:1_ISONIAZID:1ug/ml,test_GSE9776_katG_LOG_INH,ref_GSE9776_katG_LOG,GSE9776,GEO,GPL6020
GSM241439.ch1-vs-GSM241439.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_katG_Rv1908c.DELETION:1_ISONIAZID:1ug/ml,test_GSE9776_katG_LOG_INH,ref_GSE9776_katG_LOG,GSE9776,GEO,GPL6020
GSM241437.ch1-vs-GSM241437.ch2,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.H37Rv:1_katG_Rv1908c.DELETION:1_ISONIAZID:1ug/ml,test_GSE9776_katG_LOG_INH,ref_GSE9776_katG_LOG,GSE9776,GEO,GPL6020
GSM241442.ch1-vs-GSM241442.ch2,MEDIUM.PBS:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_STARVED_INH,ref_GSE9776_STARVED,GSE9776,GEO,GPL6020
GSM241443.ch1-vs-GSM241443.ch2,MEDIUM.PBS:1_STRAIN.H37Rv:1_ISONIAZID:1ug/ml,test_GSE9776_STARVED_INH,ref_GSE9776_STARVED,GSE9776,GEO,GPL6020
GSM241450.ch1-vs-GSM241450.ch2,OXYGEN:-1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_ISONIAZID:1ug/ml,test_GSE9776_ANOXIC_INH,ref_GSE9776_ANOXIC,GSE9776,GEO,GPL6020
GSM241661.ch1-vs-GSM241661.ch2,OXYGEN:-1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_ISONIAZID:1ug/ml,test_GSE9776_ANOXIC_INH,ref_GSE9776_ANOXIC,GSE9776,GEO,GPL6020
GSM241662.ch1-vs-GSM241662.ch2,OXYGEN:-1_STRAIN.H37Rv:1_MEDIUM.DUBOS:1_ISONIAZID:1ug/ml,test_GSE9776_ANOXIC_INH,ref_GSE9776_ANOXIC,GSE9776,GEO,GPL6020
GSM241663.ch1-vs-GSM241663.ch2,STRAIN.H37Rv:1_IN_VIVO_LIVE_MOUSE:1_ISONIAZID:1ug/ml,test_GSE9776_FIBER_INH,ref_GSE9776_FIBER,GSE9776,GEO,GPL6020
GSM241664.ch1-vs-GSM241664.ch2,STRAIN.H37Rv:1_IN_VIVO_LIVE_MOUSE:1_ISONIAZID:1ug/ml,test_GSE9776_FIBER_INH,ref_GSE9776_FIBER,GSE9776,GEO,GPL6020
GSM241665.ch1-vs-GSM241665.ch2,STRAIN.H37Rv:1_IN_VIVO_LIVE_MOUSE:1_ISONIAZID:1ug/ml,test_GSE9776_FIBER_INH,ref_GSE9776_FIBER,GSE9776,GEO,GPL6020
GSM866788.ch2-vs-GSM866788.ch1,STRAIN.CDC1551:1_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_2h,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866789.ch2-vs-GSM866789.ch1,STRAIN.CDC1551:1_TIME:2760min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_2d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866790.ch2-vs-GSM866790.ch1,STRAIN.CDC1551:1_TIME:14280min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_10d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866791.ch2-vs-GSM866791.ch1,STRAIN.CDC1551:1_TIME:5640min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_4d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866792.ch2-vs-GSM866792.ch1,STRAIN.CDC1551:1_TIME:20040min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_14d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866793.ch2-vs-GSM866793.ch1,STRAIN.CDC1551:1_TIME:8520min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_6d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866794.ch2-vs-GSM866794.ch1,STRAIN.CDC1551:1_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_2h,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866795.ch2-vs-GSM866795.ch1,STRAIN.CDC1551:1_TIME:11400min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_8d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866796.ch2-vs-GSM866796.ch1,STRAIN.CDC1551:1_TIME:17160min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_12d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866797.ch2-vs-GSM866797.ch1,STRAIN.CDC1551:1_TIME:8520min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_6d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866798.ch2-vs-GSM866798.ch1,STRAIN.CDC1551:1_TIME:11400min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_8d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866799.ch2-vs-GSM866799.ch1,STRAIN.CDC1551:1_TIME:14280min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_10d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866800.ch2-vs-GSM866800.ch1,STRAIN.CDC1551:1_TIME:17160min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_12d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866801.ch2-vs-GSM866801.ch1,STRAIN.CDC1551:1_TIME:2760min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_2d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866802.ch2-vs-GSM866802.ch1,STRAIN.CDC1551:1_TIME:20040min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_14d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM866803.ch2-vs-GSM866803.ch1,STRAIN.CDC1551:1_TIME:5640min_MACROPHAGE_MURINE.RESTING:1_MEDIUM.DMEM:+1,test_GSE35362_MACRO_4d,ref_GSE35362_CTRL_2h,GSE35362,GEO,GPL10265
GSM371278.ch2-vs-GSM371278.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.CDC1551:1_OD600:0.4_TIME:1440min,test_GSE14840_24h,ref_GSE14840_LOG_PHOSPHATE,GSE14840,GEO,GPL8189
GSM371280.ch2-vs-GSM371280.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.CDC1551:1_OD600:0.4_TIME:1440min,test_GSE14840_24h,ref_GSE14840_LOG_PHOSPHATE,GSE14840,GEO,GPL8189
GSM371007.ch2-vs-GSM371007.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.CDC1551:1_OD600:0.4_TIME:1440min,test_GSE14840_24h,ref_GSE14840_LOG_PHOSPHATE,GSE14840,GEO,GPL8189
GSM371284.ch2-vs-GSM371284.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.CDC1551:1_OD600:0.4_TIME:4320min,test_GSE14840_72h,ref_GSE14840_LOG_PHOSPHATE,GSE14840,GEO,GPL8189
GSM371282.ch2-vs-GSM371282.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.CDC1551:1_OD600:0.4_TIME:4320min,test_GSE14840_72h,ref_GSE14840_LOG_PHOSPHATE,GSE14840,GEO,GPL8189
GSM371285.ch2-vs-GSM371285.ch1,MEDIUM.7H9:1_GROWTH.EXPONENTIAL:1_STRAIN.CDC1551:1_OD600:0.4_TIME:4320min,test_GSE14840_72h,ref_GSE14840_LOG_PHOSPHATE,GSE14840,GEO,GPL8189
GSM908257.ch2-vs-GSM908257.ch1,GROWTH.EXPONENTIAL:1_OD600:0.2_STRAIN.Erdman:1_MEDIUM.7H9_NOPHOSPHATE:1_pstA1_Rv0930.DELETION:+1,test_GSE36998_pstA1,ref_GSE36998_WT,GSE36998,GEO,GPL15398
GSM908259.ch2-vs-GSM908259.ch1,GROWTH.EXPONENTIAL:1_OD600:0.2_STRAIN.Erdman:1_MEDIUM.7H9_NOPHOSPHATE:1_pstA1_Rv0930.DELETION:+1,test_GSE36998_pstA1,ref_GSE36998_WT,GSE36998,GEO,GPL15398
