ContrastName	TestAnnotation
GSM28035.ch1-vs-GSM28035.ch2	DMSO:50uL
GSM28035.ch1-vs-GSM28035.ch2	STRAIN.H37Rv:1
GSM28035.ch1-vs-GSM28035.ch2	TEMPERATURE:37°C
GSM28035.ch1-vs-GSM28035.ch2	OD650:0.3
GSM28035.ch1-vs-GSM28035.ch2	DIPED:10ug/ml
GSM28037.ch1-vs-GSM28037.ch2	MEDIUM.7H9:1
GSM28037.ch1-vs-GSM28037.ch2	DMSO:50uL
GSM28037.ch1-vs-GSM28037.ch2	STRAIN.H37Rv:1
GSM28037.ch1-vs-GSM28037.ch2	TEMPERATURE:37°C
GSM28037.ch1-vs-GSM28037.ch2	OD650:0.3
GSM28037.ch1-vs-GSM28037.ch2	ETHAMBUTOL:10ug/ml
GSM28041.ch1-vs-GSM28041.ch2	MEDIUM.7H9:1
GSM28041.ch1-vs-GSM28041.ch2	DMSO:50uL
GSM28041.ch1-vs-GSM28041.ch2	STRAIN.H37Rv:1
GSM28041.ch1-vs-GSM28041.ch2	TEMPERATURE:37°C
GSM28041.ch1-vs-GSM28041.ch2	OD650:0.3
GSM28041.ch1-vs-GSM28041.ch2	DIPED:50ug/ml
GSM28039.ch1-vs-GSM28039.ch2	MEDIUM.7H9:1
GSM28039.ch1-vs-GSM28039.ch2	DMSO:50uL
GSM28039.ch1-vs-GSM28039.ch2	STRAIN.H37Rv:1
GSM28039.ch1-vs-GSM28039.ch2	TEMPERATURE:37°C
GSM28039.ch1-vs-GSM28039.ch2	OD650:0.3
GSM28039.ch1-vs-GSM28039.ch2	DIPED:50ug/ml
GSM28040.ch1-vs-GSM28040.ch2	MEDIUM.7H9:1
GSM28040.ch1-vs-GSM28040.ch2	DMSO:50uL
GSM28040.ch1-vs-GSM28040.ch2	STRAIN.H37Rv:1
GSM28040.ch1-vs-GSM28040.ch2	TEMPERATURE:37°C
GSM28040.ch1-vs-GSM28040.ch2	OD650:0.3
GSM28040.ch1-vs-GSM28040.ch2	DIPED:50ug/ml
GSM28038.ch1-vs-GSM28038.ch2	MEDIUM.7H9:1
GSM28038.ch1-vs-GSM28038.ch2	DMSO:50uL
GSM28038.ch1-vs-GSM28038.ch2	STRAIN.H37Rv:1
GSM28038.ch1-vs-GSM28038.ch2	TEMPERATURE:37°C
GSM28038.ch1-vs-GSM28038.ch2	OD650:0.3
GSM28038.ch1-vs-GSM28038.ch2	ETHAMBUTOL:10ug/ml
GSM28042.ch1-vs-GSM28042.ch2	MEDIUM.7H9:1
GSM28042.ch1-vs-GSM28042.ch2	DMSO:50uL
GSM28042.ch1-vs-GSM28042.ch2	STRAIN.H37Rv:1
GSM28042.ch1-vs-GSM28042.ch2	TEMPERATURE:37°C
GSM28042.ch1-vs-GSM28042.ch2	OD650:0.3
GSM28042.ch1-vs-GSM28042.ch2	DIPED:100ug/ml
GSM28046.ch1-vs-GSM28046.ch2	MEDIUM.7H9:1
GSM28046.ch1-vs-GSM28046.ch2	DMSO:50uL
GSM28046.ch1-vs-GSM28046.ch2	STRAIN.H37Rv:1
GSM28046.ch1-vs-GSM28046.ch2	TEMPERATURE:37°C
GSM28046.ch1-vs-GSM28046.ch2	OD650:0.3
GSM28046.ch1-vs-GSM28046.ch2	DIAMINE#241:0.1ug/ml
GSM28044.ch1-vs-GSM28044.ch2	MEDIUM.7H9:1
GSM28044.ch1-vs-GSM28044.ch2	DMSO:50uL
GSM28044.ch1-vs-GSM28044.ch2	STRAIN.H37Rv:1
GSM28044.ch1-vs-GSM28044.ch2	TEMPERATURE:37°C
GSM28044.ch1-vs-GSM28044.ch2	OD650:0.3
GSM28044.ch1-vs-GSM28044.ch2	DIPED:100ug/ml
GSM28045.ch1-vs-GSM28045.ch2	MEDIUM.7H9:1
GSM28045.ch1-vs-GSM28045.ch2	DMSO:50uL
GSM28045.ch1-vs-GSM28045.ch2	STRAIN.H37Rv:1
GSM28045.ch1-vs-GSM28045.ch2	TEMPERATURE:37°C
GSM28045.ch1-vs-GSM28045.ch2	OD650:0.3
GSM28045.ch1-vs-GSM28045.ch2	ETHAMBUTOL:10ug/ml
GSM28047.ch1-vs-GSM28047.ch2	MEDIUM.7H9:1
GSM28047.ch1-vs-GSM28047.ch2	DMSO:50uL
GSM28047.ch1-vs-GSM28047.ch2	STRAIN.H37Rv:1
GSM28047.ch1-vs-GSM28047.ch2	TEMPERATURE:37°C
GSM28047.ch1-vs-GSM28047.ch2	OD650:0.3
GSM28047.ch1-vs-GSM28047.ch2	DIAMINE#241:1ug/ml
GSM28043.ch1-vs-GSM28043.ch2	MEDIUM.7H9:1
GSM28043.ch1-vs-GSM28043.ch2	DMSO:50uL
GSM28043.ch1-vs-GSM28043.ch2	STRAIN.H37Rv:1
GSM28043.ch1-vs-GSM28043.ch2	TEMPERATURE:37°C
GSM28043.ch1-vs-GSM28043.ch2	OD650:0.3
GSM28043.ch1-vs-GSM28043.ch2	DIPED:100ug/ml
GSM28048.ch1-vs-GSM28048.ch2	MEDIUM.7H9:1
GSM28048.ch1-vs-GSM28048.ch2	DMSO:50uL
GSM28048.ch1-vs-GSM28048.ch2	STRAIN.H37Rv:1
GSM28048.ch1-vs-GSM28048.ch2	TEMPERATURE:37°C
GSM28048.ch1-vs-GSM28048.ch2	OD650:0.3
GSM28048.ch1-vs-GSM28048.ch2	DIAMINE#241:10ug/ml
GSM28049.ch1-vs-GSM28049.ch2	MEDIUM.7H9:1
GSM28049.ch1-vs-GSM28049.ch2	DMSO:50uL
GSM28049.ch1-vs-GSM28049.ch2	STRAIN.H37Rv:1
GSM28049.ch1-vs-GSM28049.ch2	TEMPERATURE:37°C
GSM28049.ch1-vs-GSM28049.ch2	OD650:0.3
GSM28049.ch1-vs-GSM28049.ch2	DIAMINE#241:10ug/ml
GSM28051.ch1-vs-GSM28051.ch2	MEDIUM.7H9:1
GSM28051.ch1-vs-GSM28051.ch2	DMSO:50uL
GSM28051.ch1-vs-GSM28051.ch2	STRAIN.H37Rv:1
GSM28051.ch1-vs-GSM28051.ch2	TEMPERATURE:37°C
GSM28051.ch1-vs-GSM28051.ch2	OD650:0.3
GSM28051.ch1-vs-GSM28051.ch2	DIAMINE#109:1ug/ml
GSM28050.ch1-vs-GSM28050.ch2	MEDIUM.7H9:1
GSM28050.ch1-vs-GSM28050.ch2	DMSO:50uL
GSM28050.ch1-vs-GSM28050.ch2	STRAIN.H37Rv:1
GSM28050.ch1-vs-GSM28050.ch2	TEMPERATURE:37°C
GSM28050.ch1-vs-GSM28050.ch2	OD650:0.3
GSM28050.ch1-vs-GSM28050.ch2	DIAMINE#109:0.1ug/ml
GSM28053.ch1-vs-GSM28053.ch2	MEDIUM.7H9:1
GSM28053.ch1-vs-GSM28053.ch2	DMSO:50uL
GSM28053.ch1-vs-GSM28053.ch2	STRAIN.H37Rv:1
GSM28053.ch1-vs-GSM28053.ch2	TEMPERATURE:37°C
GSM28053.ch1-vs-GSM28053.ch2	OD650:0.3
GSM28053.ch1-vs-GSM28053.ch2	DIAMINE#109:10ug/ml
GSM28052.ch1-vs-GSM28052.ch2	MEDIUM.7H9:1
GSM28052.ch1-vs-GSM28052.ch2	DMSO:50uL
GSM28052.ch1-vs-GSM28052.ch2	STRAIN.H37Rv:1
GSM28052.ch1-vs-GSM28052.ch2	TEMPERATURE:37°C
GSM28052.ch1-vs-GSM28052.ch2	OD650:0.3
GSM28052.ch1-vs-GSM28052.ch2	DIAMINE#109:1ug/ml
GSM28054.ch1-vs-GSM28054.ch2	MEDIUM.7H9:1
GSM28054.ch1-vs-GSM28054.ch2	DMSO:50uL
GSM28054.ch1-vs-GSM28054.ch2	STRAIN.H37Rv:1
GSM28054.ch1-vs-GSM28054.ch2	TEMPERATURE:37°C
GSM28054.ch1-vs-GSM28054.ch2	OD650:0.3
GSM28054.ch1-vs-GSM28054.ch2	DIAMINE#109:10ug/ml
GSM28057.ch1-vs-GSM28057.ch2	MEDIUM.7H9:1
GSM28057.ch1-vs-GSM28057.ch2	DMSO:50uL
GSM28057.ch1-vs-GSM28057.ch2	STRAIN.H37Rv:1
GSM28057.ch1-vs-GSM28057.ch2	TEMPERATURE:37°C
GSM28057.ch1-vs-GSM28057.ch2	RIFAMPICIN:0.5ug/ml
GSM28060.ch1-vs-GSM28060.ch2	MEDIUM.7H9:1
GSM28060.ch1-vs-GSM28060.ch2	ETHANOL:0.2vol%
GSM28060.ch1-vs-GSM28060.ch2	STRAIN.H37Rv:1
GSM28060.ch1-vs-GSM28060.ch2	TEMPERATURE:37°C
GSM28060.ch1-vs-GSM28060.ch2	OD650:0.3
GSM28060.ch1-vs-GSM28060.ch2	STREPTOMYCIN:5ug/ml
GSM28058.ch1-vs-GSM28058.ch2	MEDIUM.7H9:1
GSM28058.ch1-vs-GSM28058.ch2	DMSO:50uL
GSM28058.ch1-vs-GSM28058.ch2	STRAIN.H37Rv:1
GSM28058.ch1-vs-GSM28058.ch2	TEMPERATURE:37°C
GSM28058.ch1-vs-GSM28058.ch2	RIFAMPICIN:0.5ug/ml
GSM28056.ch1-vs-GSM28056.ch2	MEDIUM.7H9:1
GSM28056.ch1-vs-GSM28056.ch2	DMSO:50uL
GSM28056.ch1-vs-GSM28056.ch2	STRAIN.H37Rv:1
GSM28056.ch1-vs-GSM28056.ch2	TEMPERATURE:37°C
GSM28056.ch1-vs-GSM28056.ch2	RIFAMPICIN:5ug/ml
GSM28055.ch1-vs-GSM28055.ch2	MEDIUM.7H9:1
GSM28055.ch1-vs-GSM28055.ch2	DMSO:50uL
GSM28055.ch1-vs-GSM28055.ch2	STRAIN.H37Rv:1
GSM28055.ch1-vs-GSM28055.ch2	TEMPERATURE:37°C
GSM28055.ch1-vs-GSM28055.ch2	RIFAMPICIN:5ug/ml
GSM28059.ch1-vs-GSM28059.ch2	MEDIUM.7H9:1
GSM28059.ch1-vs-GSM28059.ch2	ETHANOL:0.2vol%
GSM28059.ch1-vs-GSM28059.ch2	STRAIN.H37Rv:1
GSM28059.ch1-vs-GSM28059.ch2	TEMPERATURE:37°C
GSM28059.ch1-vs-GSM28059.ch2	OD650:0.3
GSM28059.ch1-vs-GSM28059.ch2	AMIKACIN:10ug/ml
GSM28061.ch1-vs-GSM28061.ch2	MEDIUM.7H9:1
GSM28061.ch1-vs-GSM28061.ch2	ETHANOL:0.2vol%
GSM28061.ch1-vs-GSM28061.ch2	STRAIN.H37Rv:1
GSM28061.ch1-vs-GSM28061.ch2	TEMPERATURE:37°C
GSM28061.ch1-vs-GSM28061.ch2	OD650:0.3
GSM28061.ch1-vs-GSM28061.ch2	STREPTOMYCIN:5ug/ml
GSM28062.ch1-vs-GSM28062.ch2	MEDIUM.7H9:1
GSM28062.ch1-vs-GSM28062.ch2	ETHANOL:0.2vol%
GSM28062.ch1-vs-GSM28062.ch2	STRAIN.H37Rv:1
GSM28062.ch1-vs-GSM28062.ch2	TEMPERATURE:37°C
GSM28062.ch1-vs-GSM28062.ch2	OD650:0.3
GSM28062.ch1-vs-GSM28062.ch2	ISONIAZID:0.2ug/ml
GSM28064.ch1-vs-GSM28064.ch2	MEDIUM.7H9:1
GSM28064.ch1-vs-GSM28064.ch2	ETHANOL:0.2vol%
GSM28064.ch1-vs-GSM28064.ch2	STRAIN.H37Rv:1
GSM28064.ch1-vs-GSM28064.ch2	TEMPERATURE:37°C
GSM28064.ch1-vs-GSM28064.ch2	OD650:0.3
GSM28064.ch1-vs-GSM28064.ch2	AMPICILLIN:0.2ug/ml
GSM28063.ch1-vs-GSM28063.ch2	MEDIUM.7H9:1
GSM28063.ch1-vs-GSM28063.ch2	ETHANOL:0.2vol%
GSM28063.ch1-vs-GSM28063.ch2	STRAIN.H37Rv:1
GSM28063.ch1-vs-GSM28063.ch2	TEMPERATURE:37°C
GSM28063.ch1-vs-GSM28063.ch2	OD650:0.3
GSM28063.ch1-vs-GSM28063.ch2	AMPICILLIN:0.2ug/ml
GSM28065.ch1-vs-GSM28065.ch2	MEDIUM.7H9:1
GSM28065.ch1-vs-GSM28065.ch2	ETHANOL:0.2vol%
GSM28065.ch1-vs-GSM28065.ch2	STRAIN.H37Rv:1
GSM28065.ch1-vs-GSM28065.ch2	TEMPERATURE:37°C
GSM28065.ch1-vs-GSM28065.ch2	OD650:0.3
GSM28065.ch1-vs-GSM28065.ch2	ETHIONAMIDE:12ug/ml
GSM28066.ch1-vs-GSM28066.ch2	MEDIUM.7H9:1
GSM28066.ch1-vs-GSM28066.ch2	ETHANOL:0.2vol%
GSM28066.ch1-vs-GSM28066.ch2	STRAIN.H37Rv:1
GSM28066.ch1-vs-GSM28066.ch2	TEMPERATURE:37°C
GSM28066.ch1-vs-GSM28066.ch2	OD650:0.3
GSM28066.ch1-vs-GSM28066.ch2	ETHIONAMIDE:12ug/ml
GSM28068.ch1-vs-GSM28068.ch2	MEDIUM.7H9:1
GSM28068.ch1-vs-GSM28068.ch2	DMSO:50uL
GSM28068.ch1-vs-GSM28068.ch2	STRAIN.H37Rv:1
GSM28068.ch1-vs-GSM28068.ch2	TEMPERATURE:37°C
GSM28068.ch1-vs-GSM28068.ch2	OD650:0.3
GSM28068.ch1-vs-GSM28068.ch2	THIOLACTOMYCIN:120ug/ml
GSM28067.ch1-vs-GSM28067.ch2	MEDIUM.7H9:1
GSM28067.ch1-vs-GSM28067.ch2	DMSO:50uL
GSM28067.ch1-vs-GSM28067.ch2	STRAIN.H37Rv:1
GSM28067.ch1-vs-GSM28067.ch2	TEMPERATURE:37°C
GSM28067.ch1-vs-GSM28067.ch2	OD650:0.3
GSM28067.ch1-vs-GSM28067.ch2	THIOLACTOMYCIN:120ug/ml
GSM28071.ch1-vs-GSM28071.ch2	MEDIUM.7H9:1
GSM28071.ch1-vs-GSM28071.ch2	DMSO:50uL
GSM28071.ch1-vs-GSM28071.ch2	STRAIN.H37Rv:1
GSM28071.ch1-vs-GSM28071.ch2	TEMPERATURE:37°C
GSM28071.ch1-vs-GSM28071.ch2	OD650:0.3
GSM28071.ch1-vs-GSM28071.ch2	OFLOXACIN:10ug/ml
GSM28069.ch1-vs-GSM28069.ch2	MEDIUM.7H9:1
GSM28069.ch1-vs-GSM28069.ch2	ETHANOL:0.2vol%
GSM28069.ch1-vs-GSM28069.ch2	STRAIN.H37Rv:1
GSM28069.ch1-vs-GSM28069.ch2	TEMPERATURE:37°C
GSM28069.ch1-vs-GSM28069.ch2	OD650:0.3
GSM28069.ch1-vs-GSM28069.ch2	TRICLOSAN:100ug/ml
GSM28072.ch1-vs-GSM28072.ch2	MEDIUM.7H9:1
GSM28072.ch1-vs-GSM28072.ch2	DMSO:50uL
GSM28072.ch1-vs-GSM28072.ch2	STRAIN.H37Rv:1
GSM28072.ch1-vs-GSM28072.ch2	TEMPERATURE:37°C
GSM28072.ch1-vs-GSM28072.ch2	OD650:0.3
GSM28072.ch1-vs-GSM28072.ch2	OFLOXACIN:10ug/ml
GSM28070.ch1-vs-GSM28070.ch2	MEDIUM.7H9:1
GSM28070.ch1-vs-GSM28070.ch2	ETHANOL:0.2vol%
GSM28070.ch1-vs-GSM28070.ch2	STRAIN.H37Rv:1
GSM28070.ch1-vs-GSM28070.ch2	TEMPERATURE:37°C
GSM28070.ch1-vs-GSM28070.ch2	OD650:0.3
GSM28070.ch1-vs-GSM28070.ch2	TRICLOSAN:100ug/ml
GSM28076.ch1-vs-GSM28076.ch2	MEDIUM.7H9:1
GSM28076.ch1-vs-GSM28076.ch2	ETHANOL:0.2vol%
GSM28076.ch1-vs-GSM28076.ch2	STRAIN.H37Rv:1
GSM28076.ch1-vs-GSM28076.ch2	TEMPERATURE:37°C
GSM28076.ch1-vs-GSM28076.ch2	OD650:0.3
GSM28076.ch1-vs-GSM28076.ch2	ETHIONAMIDE:40ug/ml
GSM28074.ch1-vs-GSM28074.ch2	MEDIUM.7H9:1
GSM28074.ch1-vs-GSM28074.ch2	ETHANOL:0.2vol%
GSM28074.ch1-vs-GSM28074.ch2	STRAIN.H37Rv:1
GSM28074.ch1-vs-GSM28074.ch2	TEMPERATURE:37°C
GSM28074.ch1-vs-GSM28074.ch2	OD650:0.3
GSM28074.ch1-vs-GSM28074.ch2	AMIKACIN:5ug/ml
GSM28075.ch1-vs-GSM28075.ch2	MEDIUM.7H9:1
GSM28075.ch1-vs-GSM28075.ch2	ETHANOL:0.2vol%
GSM28075.ch1-vs-GSM28075.ch2	STRAIN.H37Rv:1
GSM28075.ch1-vs-GSM28075.ch2	TEMPERATURE:37°C
GSM28075.ch1-vs-GSM28075.ch2	OD650:0.3
GSM28075.ch1-vs-GSM28075.ch2	ETHIONAMIDE:40ug/ml
GSM28073.ch1-vs-GSM28073.ch2	MEDIUM.7H9:1
GSM28073.ch1-vs-GSM28073.ch2	ETHANOL:0.2vol%
GSM28073.ch1-vs-GSM28073.ch2	STRAIN.H37Rv:1
GSM28073.ch1-vs-GSM28073.ch2	TEMPERATURE:37°C
GSM28073.ch1-vs-GSM28073.ch2	OD650:0.3
GSM28073.ch1-vs-GSM28073.ch2	AMIKACIN:5ug/ml
GSM28078.ch1-vs-GSM28078.ch2	MEDIUM.7H9:1
GSM28078.ch1-vs-GSM28078.ch2	ETHANOL:0.2vol%
GSM28078.ch1-vs-GSM28078.ch2	STRAIN.H37Rv:1
GSM28078.ch1-vs-GSM28078.ch2	TEMPERATURE:37°C
GSM28078.ch1-vs-GSM28078.ch2	OD650:0.3
GSM28078.ch1-vs-GSM28078.ch2	ISONIAZID:0.4ug/ml
GSM28077.ch1-vs-GSM28077.ch2	MEDIUM.7H9:1
GSM28077.ch1-vs-GSM28077.ch2	ETHANOL:0.2vol%
GSM28077.ch1-vs-GSM28077.ch2	STRAIN.H37Rv:1
GSM28077.ch1-vs-GSM28077.ch2	TEMPERATURE:37°C
GSM28077.ch1-vs-GSM28077.ch2	OD650:0.3
GSM28077.ch1-vs-GSM28077.ch2	ISONIAZID:0.4ug/ml
GSM28082.ch1-vs-GSM28082.ch2	MEDIUM.7H9:1
GSM28082.ch1-vs-GSM28082.ch2	DMSO:50uL
GSM28082.ch1-vs-GSM28082.ch2	STRAIN.H37Rv:1
GSM28082.ch1-vs-GSM28082.ch2	TEMPERATURE:37°C
GSM28082.ch1-vs-GSM28082.ch2	OD650:0.3
GSM28082.ch1-vs-GSM28082.ch2	RIFAMPICIN:0.2ug/ml
GSM28081.ch1-vs-GSM28081.ch2	MEDIUM.7H9:1
GSM28081.ch1-vs-GSM28081.ch2	DMSO:50uL
GSM28081.ch1-vs-GSM28081.ch2	STRAIN.H37Rv:1
GSM28081.ch1-vs-GSM28081.ch2	TEMPERATURE:37°C
GSM28081.ch1-vs-GSM28081.ch2	OD650:0.3
GSM28081.ch1-vs-GSM28081.ch2	RIFAMPICIN:0.2ug/ml
GSM28084.ch1-vs-GSM28084.ch2	MEDIUM.7H9:1
GSM28084.ch1-vs-GSM28084.ch2	ETHANOL:0.2vol%
GSM28084.ch1-vs-GSM28084.ch2	STRAIN.H37Rv:1
GSM28084.ch1-vs-GSM28084.ch2	TEMPERATURE:37°C
GSM28084.ch1-vs-GSM28084.ch2	OD650:0.3
GSM28084.ch1-vs-GSM28084.ch2	STREPTOMYCIN:2ug/ml
GSM28080.ch1-vs-GSM28080.ch2	MEDIUM.7H9:1
GSM28080.ch1-vs-GSM28080.ch2	ETHANOL:0.2vol%
GSM28080.ch1-vs-GSM28080.ch2	STRAIN.H37Rv:1
GSM28080.ch1-vs-GSM28080.ch2	TEMPERATURE:37°C
GSM28080.ch1-vs-GSM28080.ch2	OD650:0.3
GSM28080.ch1-vs-GSM28080.ch2	OFLOXACIN:5ug/ml
GSM28079.ch1-vs-GSM28079.ch2	MEDIUM.7H9:1
GSM28079.ch1-vs-GSM28079.ch2	ETHANOL:0.2vol%
GSM28079.ch1-vs-GSM28079.ch2	STRAIN.H37Rv:1
GSM28079.ch1-vs-GSM28079.ch2	TEMPERATURE:37°C
GSM28079.ch1-vs-GSM28079.ch2	OD650:0.3
GSM28079.ch1-vs-GSM28079.ch2	OFLOXACIN:5ug/ml
GSM28083.ch1-vs-GSM28083.ch2	MEDIUM.7H9:1
GSM28083.ch1-vs-GSM28083.ch2	ETHANOL:0.2vol%
GSM28083.ch1-vs-GSM28083.ch2	STRAIN.H37Rv:1
GSM28083.ch1-vs-GSM28083.ch2	TEMPERATURE:37°C
GSM28083.ch1-vs-GSM28083.ch2	OD650:0.3
GSM28083.ch1-vs-GSM28083.ch2	STREPTOMYCIN:2ug/ml
GSM28085.ch1-vs-GSM28085.ch2	MEDIUM.7H9:1
GSM28085.ch1-vs-GSM28085.ch2	ETHANOL:0.2vol%
GSM28085.ch1-vs-GSM28085.ch2	STRAIN.H37Rv:1
GSM28085.ch1-vs-GSM28085.ch2	TEMPERATURE:37°C
GSM28085.ch1-vs-GSM28085.ch2	OD650:0.3
GSM28085.ch1-vs-GSM28085.ch2	TETRACYCLINE:10ug/ml
GSM28086.ch1-vs-GSM28086.ch2	MEDIUM.7H9:1
GSM28086.ch1-vs-GSM28086.ch2	ETHANOL:0.2vol%
GSM28086.ch1-vs-GSM28086.ch2	STRAIN.H37Rv:1
GSM28086.ch1-vs-GSM28086.ch2	TEMPERATURE:37°C
GSM28086.ch1-vs-GSM28086.ch2	OD650:0.3
GSM28086.ch1-vs-GSM28086.ch2	TETRACYCLINE:10ug/ml
GSM28089.ch1-vs-GSM28089.ch2	MEDIUM.7H9:1
GSM28089.ch1-vs-GSM28089.ch2	ETHANOL:0.2vol%
GSM28089.ch1-vs-GSM28089.ch2	STRAIN.H37Rv:1
GSM28089.ch1-vs-GSM28089.ch2	TEMPERATURE:37°C
GSM28089.ch1-vs-GSM28089.ch2	OD650:0.3
GSM28089.ch1-vs-GSM28089.ch2	AMPICILLIN:0.2ug/ml
GSM28090.ch1-vs-GSM28090.ch2	MEDIUM.7H9:1
GSM28090.ch1-vs-GSM28090.ch2	ETHANOL:0.2vol%
GSM28090.ch1-vs-GSM28090.ch2	STRAIN.H37Rv:1
GSM28090.ch1-vs-GSM28090.ch2	TEMPERATURE:37°C
GSM28090.ch1-vs-GSM28090.ch2	OD650:0.3
GSM28090.ch1-vs-GSM28090.ch2	AMPICILLIN:0.2ug/ml
GSM28087.ch1-vs-GSM28087.ch2	MEDIUM.7H9:1
GSM28087.ch1-vs-GSM28087.ch2	DMSO:50uL
GSM28087.ch1-vs-GSM28087.ch2	STRAIN.H37Rv:1
GSM28087.ch1-vs-GSM28087.ch2	TEMPERATURE:37°C
GSM28087.ch1-vs-GSM28087.ch2	OD650:0.3
GSM28087.ch1-vs-GSM28087.ch2	THIOLACTOMYCIN:120ug/ml
GSM28088.ch1-vs-GSM28088.ch2	MEDIUM.7H9:1
GSM28088.ch1-vs-GSM28088.ch2	DMSO:50uL
GSM28088.ch1-vs-GSM28088.ch2	STRAIN.H37Rv:1
GSM28088.ch1-vs-GSM28088.ch2	TEMPERATURE:37°C
GSM28088.ch1-vs-GSM28088.ch2	OD650:0.3
GSM28088.ch1-vs-GSM28088.ch2	THIOLACTOMYCIN:120ug/ml
GSM28091.ch1-vs-GSM28091.ch2	MEDIUM.7H9:1
GSM28091.ch1-vs-GSM28091.ch2	ETHANOL:0.2vol%
GSM28091.ch1-vs-GSM28091.ch2	STRAIN.H37Rv:1
GSM28091.ch1-vs-GSM28091.ch2	TEMPERATURE:37°C
GSM28091.ch1-vs-GSM28091.ch2	OD650:0.3
GSM28091.ch1-vs-GSM28091.ch2	TETRACYCLINE:5ug/ml
GSM28095.ch1-vs-GSM28095.ch2	MEDIUM.7H9:1
GSM28095.ch1-vs-GSM28095.ch2	ETHANOL:0.2vol%
GSM28095.ch1-vs-GSM28095.ch2	STRAIN.H37Rv:1
GSM28095.ch1-vs-GSM28095.ch2	TEMPERATURE:37°C
GSM28095.ch1-vs-GSM28095.ch2	OD650:0.3
GSM28095.ch1-vs-GSM28095.ch2	TRICLOSAN:150ug/ml
GSM28092.ch1-vs-GSM28092.ch2	MEDIUM.7H9:1
GSM28092.ch1-vs-GSM28092.ch2	ETHANOL:0.2vol%
GSM28092.ch1-vs-GSM28092.ch2	STRAIN.H37Rv:1
GSM28092.ch1-vs-GSM28092.ch2	TEMPERATURE:37°C
GSM28092.ch1-vs-GSM28092.ch2	OD650:0.3
GSM28092.ch1-vs-GSM28092.ch2	THIOLACTOMYCIN:200ug/ml
GSM28093.ch1-vs-GSM28093.ch2	MEDIUM.7H9:1
GSM28093.ch1-vs-GSM28093.ch2	ETHANOL:0.2vol%
GSM28093.ch1-vs-GSM28093.ch2	STRAIN.H37Rv:1
GSM28093.ch1-vs-GSM28093.ch2	TEMPERATURE:37°C
GSM28093.ch1-vs-GSM28093.ch2	OD650:0.3
GSM28093.ch1-vs-GSM28093.ch2	THIOLACTOMYCIN:200ug/ml
GSM28094.ch1-vs-GSM28094.ch2	MEDIUM.7H9:1
GSM28094.ch1-vs-GSM28094.ch2	ETHANOL:0.2vol%
GSM28094.ch1-vs-GSM28094.ch2	STRAIN.H37Rv:1
GSM28094.ch1-vs-GSM28094.ch2	TEMPERATURE:37°C
GSM28094.ch1-vs-GSM28094.ch2	OD650:0.3
GSM28094.ch1-vs-GSM28094.ch2	TRICLOSAN:150ug/ml
GSM28096.ch1-vs-GSM28096.ch2	MEDIUM.7H9:1
GSM28096.ch1-vs-GSM28096.ch2	ETHANOL:0.2vol%
GSM28096.ch1-vs-GSM28096.ch2	STRAIN.H37Rv:1
GSM28096.ch1-vs-GSM28096.ch2	TEMPERATURE:37°C
GSM28096.ch1-vs-GSM28096.ch2	OD650:0.3
GSM28096.ch1-vs-GSM28096.ch2	CAPREOMYCIN:10ug/ml
GSM28097.ch1-vs-GSM28097.ch2	MEDIUM.7H9:1
GSM28097.ch1-vs-GSM28097.ch2	ETHANOL:0.2vol%
GSM28097.ch1-vs-GSM28097.ch2	STRAIN.H37Rv:1
GSM28097.ch1-vs-GSM28097.ch2	TEMPERATURE:37°C
GSM28097.ch1-vs-GSM28097.ch2	OD650:0.3
GSM28097.ch1-vs-GSM28097.ch2	CAPREOMYCIN:10ug/ml
GSM28099.ch1-vs-GSM28099.ch2	MEDIUM.7H9:1
GSM28099.ch1-vs-GSM28099.ch2	ETHANOL:0.2vol%
GSM28099.ch1-vs-GSM28099.ch2	STRAIN.H37Rv:1
GSM28099.ch1-vs-GSM28099.ch2	TEMPERATURE:37°C
GSM28099.ch1-vs-GSM28099.ch2	OD650:0.3
GSM28099.ch1-vs-GSM28099.ch2	LEVOFLOXACIN:10ug/ml
GSM28101.ch1-vs-GSM28101.ch2	MEDIUM.7H9:1
GSM28101.ch1-vs-GSM28101.ch2	ETHANOL:0.2vol%
GSM28101.ch1-vs-GSM28101.ch2	STRAIN.H37Rv:1
GSM28101.ch1-vs-GSM28101.ch2	TEMPERATURE:37°C
GSM28101.ch1-vs-GSM28101.ch2	OD650:0.3
GSM28101.ch1-vs-GSM28101.ch2	RIFAPENTINE:0.5ug/ml
GSM28100.ch1-vs-GSM28100.ch2	MEDIUM.7H9:1
GSM28100.ch1-vs-GSM28100.ch2	ETHANOL:0.2vol%
GSM28100.ch1-vs-GSM28100.ch2	STRAIN.H37Rv:1
GSM28100.ch1-vs-GSM28100.ch2	TEMPERATURE:37°C
GSM28100.ch1-vs-GSM28100.ch2	OD650:0.3
GSM28100.ch1-vs-GSM28100.ch2	RIFAPENTINE:0.5ug/ml
GSM28098.ch1-vs-GSM28098.ch2	MEDIUM.7H9:1
GSM28098.ch1-vs-GSM28098.ch2	ETHANOL:0.2vol%
GSM28098.ch1-vs-GSM28098.ch2	STRAIN.H37Rv:1
GSM28098.ch1-vs-GSM28098.ch2	TEMPERATURE:37°C
GSM28098.ch1-vs-GSM28098.ch2	OD650:0.3
